id,number,type,date,time,scheduled_laps,is_cancelled,point_system_id,round_id
4810,3,SQ2,2025-05-02,20:30:00,,f,1,1131
4811,4,SQ3,2025-05-02,20:30:00,,f,1,1131
4812,5,SR,2025-05-03,16:00:00,,f,23,1131
4813,6,Q1,2025-05-03,20:00:00,,f,1,1131
4818,2,FP2,2025-05-16,15:00:00,,f,1,1132
4819,3,FP3,2025-05-17,10:30:00,,f,1,1132
4820,4,Q1,2025-05-17,14:00:00,,f,1,1132
4821,5,Q2,2025-05-17,14:00:00,,f,1,1132
4822,6,Q3,2025-05-17,14:00:00,,f,1,1132
4825,2,FP2,2025-05-23,15:00:00,,f,1,1133
4826,3,FP3,2025-05-24,10:30:00,,f,1,1133
4827,4,Q1,2025-05-24,14:00:00,,f,1,1133
4828,5,Q2,2025-05-24,14:00:00,,f,1,1133
4787,1,FP1,2025-04-04,02:30:00,,f,1,1128
4840,3,FP3,2025-06-14,16:30:00,,f,1,1135
4841,4,Q1,2025-06-14,20:00:00,,f,1,1135
4842,5,Q2,2025-06-14,20:00:00,,f,1,1135
4837,7,R,2025-06-01,13:00:00,66,f,24,1134
4845,1,FP1,2025-06-27,11:30:00,,f,1,1136
4846,2,FP2,2025-06-27,15:00:00,,f,1,1136
4847,3,FP3,2025-06-28,10:30:00,,f,1,1136
4848,4,Q1,2025-06-28,14:00:00,,f,1,1136
4849,5,Q2,2025-06-28,14:00:00,,f,1,1136
4868,1,FP1,2025-08-01,11:30:00,,f,1,1139
4852,1,FP1,2025-07-04,11:30:00,,f,1,1137
4853,2,FP2,2025-07-04,15:00:00,,f,1,1137
4854,3,FP3,2025-07-05,10:30:00,,f,1,1137
4855,4,Q1,2025-07-05,14:00:00,,f,1,1137
4856,5,Q2,2025-07-05,14:00:00,,f,1,1137
4850,6,Q3,2025-06-28,14:00:00,,f,1,1136
4777,7,R,2025-03-16,04:00:00,58,f,24,1126
4788,2,FP2,2025-04-04,06:00:00,,f,1,1128
4789,3,FP3,2025-04-05,02:30:00,,f,1,1128
4790,4,Q1,2025-04-05,06:00:00,,f,1,1128
4791,5,Q2,2025-04-05,06:00:00,,f,1,1128
4792,6,Q3,2025-04-05,06:00:00,,f,1,1128
4793,7,R,2025-04-06,05:00:00,53,f,24,1128
4800,7,R,2025-04-13,15:00:00,57,f,24,1129
4829,6,Q3,2025-05-24,14:00:00,,f,1,1133
4823,7,R,2025-05-18,13:00:00,63,f,24,1132
4933,1,FP1,2025-11-28,13:30:00,,f,1,1148
4772,2,FP2,2025-03-14,05:00:00,,f,1,1126
4773,3,FP3,2025-03-15,01:30:00,,f,1,1126
4774,4,Q1,2025-03-15,05:00:00,,f,1,1126
4775,5,Q2,2025-03-15,05:00:00,,f,1,1126
4776,6,Q3,2025-03-15,05:00:00,,f,1,1126
4857,6,Q3,2025-07-05,14:00:00,,f,1,1137
4858,7,R,2025-07-06,14:00:00,52,f,24,1137
4851,7,R,2025-06-29,13:00:00,71,f,24,1136
4843,6,Q3,2025-06-14,20:00:00,,f,1,1135
4844,7,R,2025-06-15,18:00:00,70,f,24,1135
4916,7,R,2025-10-26,20:00:00,71,f,24,1145
4869,2,FP2,2025-08-01,15:00:00,,f,1,1139
4870,3,FP3,2025-08-02,10:30:00,,f,1,1139
4871,4,Q1,2025-08-02,14:00:00,,f,1,1139
4872,5,Q2,2025-08-02,14:00:00,,f,1,1139
4873,6,Q3,2025-08-02,14:00:00,,f,1,1139
4875,1,FP1,2025-08-29,10:30:00,,f,1,1140
4876,2,FP2,2025-08-29,14:00:00,,f,1,1140
4877,3,FP3,2025-08-30,09:30:00,,f,1,1140
4878,4,Q1,2025-08-30,13:00:00,,f,1,1140
4879,5,Q2,2025-08-30,13:00:00,,f,1,1140
4874,7,R,2025-08-03,13:00:00,70,f,24,1139
4882,1,FP1,2025-09-05,11:30:00,,f,1,1141
4883,2,FP2,2025-09-05,15:00:00,,f,1,1141
4884,3,FP3,2025-09-06,10:30:00,,f,1,1141
4885,4,Q1,2025-09-06,14:00:00,,f,1,1141
4886,5,Q2,2025-09-06,14:00:00,,f,1,1141
4889,1,FP1,2025-09-19,08:30:00,,f,1,1142
4890,2,FP2,2025-09-19,12:00:00,,f,1,1142
4891,3,FP3,2025-09-20,08:30:00,,f,1,1142
4892,4,Q1,2025-09-20,12:00:00,,f,1,1142
4893,5,Q2,2025-09-20,12:00:00,,f,1,1142
4887,6,Q3,2025-09-06,14:00:00,,f,1,1141
4896,1,FP1,2025-10-03,09:30:00,,f,1,1143
4897,2,FP2,2025-10-03,13:00:00,,f,1,1143
4898,3,FP3,2025-10-04,09:30:00,,f,1,1143
4899,4,Q1,2025-10-04,13:00:00,,f,1,1143
4865,7,Q2,2025-07-26,14:00:00,,f,1,1138
4866,8,Q3,2025-07-26,14:00:00,,f,1,1138
4867,9,R,2025-07-27,13:00:00,44,f,24,1138
4903,1,FP1,2025-10-17,17:30:00,,f,1,1144
4904,2,SQ1,2025-10-17,21:30:00,,f,1,1144
4932,7,R,2025-11-23,04:00:00,50,f,24,1147
4917,1,FP1,2025-11-07,14:30:00,,f,1,1146
4918,2,SQ1,2025-11-07,18:30:00,,f,1,1146
4919,3,SQ2,2025-11-07,18:30:00,,f,1,1146
4920,4,SQ3,2025-11-07,18:30:00,,f,1,1146
4921,5,SR,2025-11-08,14:00:00,,f,23,1146
4926,1,FP1,2025-11-21,00:30:00,,f,1,1147
4927,2,FP2,2025-11-21,04:00:00,,f,1,1147
4928,3,FP3,2025-11-22,00:30:00,,f,1,1147
4929,4,Q1,2025-11-22,04:00:00,,f,1,1147
4930,5,Q2,2025-11-22,04:00:00,,f,1,1147
4931,6,Q3,2025-11-22,04:00:00,,f,1,1147
4948,7,R,2025-12-07,13:00:00,58,f,24,1149
4934,2,SQ1,2025-11-28,17:30:00,,f,1,1148
4935,3,SQ2,2025-11-28,17:30:00,,f,1,1148
4936,4,SQ3,2025-11-28,17:30:00,,f,1,1148
4937,5,SR,2025-11-29,14:00:00,,f,23,1148
4938,6,Q1,2025-11-29,18:00:00,,f,1,1148
4942,1,FP1,2025-12-05,09:30:00,,f,1,1149
4943,2,FP2,2025-12-05,13:00:00,,f,1,1149
4944,3,FP3,2025-12-06,10:30:00,,f,1,1149
4945,4,Q1,2025-12-06,14:00:00,,f,1,1149
4946,5,Q2,2025-12-06,14:00:00,,f,1,1149
4947,6,Q3,2025-12-06,14:00:00,,f,1,1149
4910,1,FP1,2025-10-24,18:30:00,,f,1,1145
4911,2,FP2,2025-10-24,22:00:00,,f,1,1145
4912,3,FP3,2025-10-25,17:30:00,,f,1,1145
4913,4,Q1,2025-10-25,21:00:00,,f,1,1145
4914,5,Q2,2025-10-25,21:00:00,,f,1,1145
4905,3,SQ2,2025-10-17,21:30:00,,f,1,1144
4906,4,SQ3,2025-10-17,21:30:00,,f,1,1144
4907,5,SR,2025-10-18,17:00:00,,f,23,1144
4900,5,Q2,2025-10-04,13:00:00,,f,1,1143
4836,6,Q3,2025-05-31,14:00:00,,f,1,1134
4830,7,R,2025-05-25,13:00:00,78,f,24,1133
4815,8,Q3,2025-05-03,20:00:00,,f,1,1131
4816,9,R,2025-05-04,20:00:00,57,f,24,1131
4922,6,Q1,2025-11-08,18:00:00,,f,1,1146
4923,7,Q2,2025-11-08,18:00:00,,f,1,1146
4924,8,Q3,2025-11-08,18:00:00,,f,1,1146
4939,7,Q2,2025-11-29,18:00:00,,f,1,1148
4940,8,Q3,2025-11-29,18:00:00,,f,1,1148
4925,9,R,2025-11-09,17:00:00,71,f,24,1146
4941,9,R,2025-11-30,16:00:00,57,f,24,1148
4915,6,Q3,2025-10-25,21:00:00,,f,1,1145
4908,6,Q1,2025-10-18,21:00:00,,f,1,1144
4909,7,Q2,2025-10-18,21:00:00,,f,1,1144
4949,8,Q3,2025-10-18,21:00:00,,f,1,1144
4950,9,R,2025-10-19,19:00:00,56,f,24,1144
4901,6,Q3,2025-10-04,13:00:00,,f,1,1143
4902,7,R,2025-10-05,12:00:00,62,f,24,1143
4894,6,Q3,2025-09-20,12:00:00,,f,1,1142
4895,7,R,2025-09-21,11:00:00,51,f,24,1142
4888,7,R,2025-09-07,13:00:00,53,f,24,1141
4880,6,Q3,2025-08-30,13:00:00,,f,1,1140
4881,7,R,2025-08-31,13:00:00,72,f,24,1140
4814,7,Q2,2025-05-03,20:00:00,,f,1,1131
